transaction_id,date,customer_id,sku_id,quantity,unit_price_actual,discount_applied,net_revenue
TXN00292,2024-08-19,C004,SKU006,24,11.4,0.0,273.6
TXN00539,2024-08-19,C001,SKU010,144,8.23,0.0,1185.12
TXN00574,2024-08-19,C009,SKU019,6,11.2,0.0,67.2
TXN01029,2024-08-19,C012,SKU005,1,23.0,0.0,23.0
TXN01268,2024-08-19,C019,SKU001,24,10.65,0.0,255.6
TXN01353,2024-08-19,C014,SKU002,3,20.0,0.0,60.0
TXN01729,2024-08-19,C001,SKU001,6,10.65,0.0,63.9
TXN01785,2024-08-19,C019,SKU006,48,9.2,0.0,441.6
TXN02239,2024-08-19,C018,SKU006,6,11.4,0.0,68.4
TXN02243,2024-08-19,C010,SKU011,48,15.2,0.0,729.6
TXN02421,2024-08-19,C018,SKU020,12,9.6,0.0,115.2
TXN02595,2024-08-19,C004,SKU005,48,13.8,0.0,662.4
TXN02605,2024-08-19,C020,SKU020,48,8.56,0.0,410.88
TXN02673,2024-08-19,C011,SKU020,1,16.0,0.0,16.0
TXN02864,2024-08-19,C002,SKU016,24,9.63,0.0,231.12
TXN03047,2024-08-19,C014,SKU003,1,21.0,0.0,21.0
TXN03054,2024-08-19,C001,SKU001,48,10.65,0.0,511.2
TXN03724,2024-08-19,C019,SKU016,24,8.71,0.0,209.04
TXN03761,2024-08-19,C019,SKU024,24,11.62,0.0,278.88
TXN03769,2024-08-19,C019,SKU012,96,9.68,0.0,929.28
TXN04100,2024-08-19,C003,SKU006,12,19.0,0.0,228.0
TXN04302,2024-08-19,C013,SKU001,3,22.0,0.0,66.0
TXN04419,2024-08-19,C011,SKU001,1,22.0,0.0,22.0
TXN04541,2024-08-19,C001,SKU010,6,6.87,1.36,41.22
TXN04567,2024-08-19,C014,SKU017,2,15.0,0.0,30.0
TXN04756,2024-08-19,C011,SKU006,2,19.0,0.0,38.0
TXN04884,2024-08-19,C002,SKU015,48,9.63,0.0,462.24
TXN00363,2024-08-20,C004,SKU009,48,39.0,0.0,1872.0
TXN00738,2024-08-20,C001,SKU023,12,2.42,0.0,29.04
TXN01073,2024-08-20,C004,SKU013,48,11.1,0.0,532.8
TXN01132,2024-08-20,C003,SKU019,24,11.2,0.0,268.8
TXN01693,2024-08-20,C006,SKU020,12,9.3,1.9,111.6
TXN01830,2024-08-20,C020,SKU018,12,6.96,0.0,83.52
TXN01904,2024-08-20,C020,SKU013,48,9.9,0.0,475.2
TXN02210,2024-08-20,C015,SKU011,2,19.0,0.0,38.0
TXN02375,2024-08-20,C013,SKU002,3,20.0,0.0,60.0
TXN02440,2024-08-20,C006,SKU022,48,33.6,0.0,1612.8
TXN02773,2024-08-20,C001,SKU012,24,9.68,0.0,232.32
TXN03266,2024-08-20,C001,SKU018,6,6.29,0.0,37.74
TXN03320,2024-08-20,C001,SKU023,144,2.42,0.0,348.48
TXN03664,2024-08-20,C010,SKU004,48,16.4,0.0,787.2
TXN03876,2024-08-20,C002,SKU002,24,10.7,0.0,256.8
TXN04071,2024-08-20,C001,SKU014,96,8.47,0.0,813.12
TXN04157,2024-08-20,C001,SKU003,12,10.16,0.0,121.92
TXN04814,2024-08-20,C012,SKU001,1,22.0,0.0,22.0
TXN04852,2024-08-20,C015,SKU011,1,19.0,0.0,19.0
TXN00253,2024-08-21,C019,SKU006,48,9.2,0.0,441.6
TXN00487,2024-08-21,C001,SKU017,24,7.26,0.0,174.24
TXN00500,2024-08-21,C014,SKU018,2,13.0,0.0,26.0
TXN00553,2024-08-21,C019,SKU006,48,9.2,0.0,441.6
TXN01334,2024-08-21,C001,SKU003,48,10.16,0.0,487.68
TXN01374,2024-08-21,C003,SKU018,12,6.96,0.0,83.52
TXN01531,2024-08-21,C001,SKU017,12,7.26,0.0,87.12
TXN02262,2024-08-21,C016,SKU006,6,15.2,0.0,91.2
TXN03101,2024-08-21,C005,SKU007,6,11.11,1.79,66.66
TXN03138,2024-08-21,C001,SKU025,6,30.01,0.0,180.06
TXN03478,2024-08-21,C012,SKU017,3,15.0,0.0,45.0
TXN03766,2024-08-21,C015,SKU006,1,19.0,0.0,19.0
TXN04121,2024-08-21,C018,SKU002,24,12.0,0.0,288.0
TXN04405,2024-08-21,C002,SKU001,96,11.77,0.0,1129.92
TXN04678,2024-08-21,C001,SKU011,48,9.2,0.0,441.6
TXN04897,2024-08-21,C001,SKU018,144,6.29,0.0,905.76
TXN00410,2024-08-22,C010,SKU007,24,17.2,0.0,412.8
TXN00463,2024-08-22,C020,SKU003,48,11.24,0.0,539.52
TXN00589,2024-08-22,C015,SKU014,2,17.5,0.0,35.0
TXN00835,2024-08-22,C014,SKU013,1,18.5,0.0,18.5
TXN00845,2024-08-22,C001,SKU021,24,13.55,0.0,325.2
TXN01199,2024-08-22,C019,SKU003,24,10.16,0.0,243.84
TXN01332,2024-08-22,C001,SKU004,24,9.92,0.0,238.08
TXN01372,2024-08-22,C002,SKU002,48,10.7,0.0,513.6
TXN01633,2024-08-22,C020,SKU011,48,10.17,0.0,488.16
TXN01658,2024-08-22,C015,SKU002,2,20.0,0.0,40.0
TXN01805,2024-08-22,C011,SKU011,1,19.0,0.0,19.0
TXN01827,2024-08-22,C018,SKU002,6,12.0,0.0,72.0
TXN02144,2024-08-22,C008,SKU013,96,11.88,1.07,1140.48
TXN02265,2024-08-22,C002,SKU013,48,9.9,0.0,475.2
TXN02268,2024-08-22,C009,SKU016,12,14.4,0.0,172.8
TXN02344,2024-08-22,C012,SKU014,3,17.5,0.0,52.5
TXN02522,2024-08-22,C005,SKU017,24,9.0,0.0,216.0
TXN02536,2024-08-22,C001,SKU018,6,6.29,0.0,37.74
TXN02634,2024-08-22,C019,SKU020,24,7.74,0.0,185.76
TXN02722,2024-08-22,C004,SKU021,48,16.8,0.0,806.4
TXN02821,2024-08-22,C015,SKU002,3,20.0,0.0,60.0
TXN02884,2024-08-22,C019,SKU014,12,8.47,0.0,101.64
TXN03202,2024-08-22,C002,SKU010,12,9.1,0.0,109.2
TXN03298,2024-08-22,C005,SKU020,24,9.6,0.0,230.4
TXN03299,2024-08-22,C005,SKU010,24,8.66,1.54,207.84
TXN03682,2024-08-22,C015,SKU007,3,21.5,0.0,64.5
TXN04051,2024-08-22,C002,SKU013,24,9.9,0.0,237.6
TXN04109,2024-08-22,C002,SKU006,24,10.17,0.0,244.08
TXN04375,2024-08-22,C019,SKU002,12,8.65,1.03,103.8
TXN04787,2024-08-22,C002,SKU018,144,6.96,0.0,1002.24
TXN04988,2024-08-22,C001,SKU002,144,9.68,0.0,1393.92
TXN04992,2024-08-22,C007,SKU018,6,9.1,0.0,54.6
TXN00118,2024-08-23,C013,SKU006,2,19.0,0.0,38.0
TXN00822,2024-08-23,C016,SKU005,12,18.4,0.0,220.8
TXN01004,2024-08-23,C018,SKU002,6,12.0,0.0,72.0
TXN01178,2024-08-23,C008,SKU003,96,14.7,0.0,1411.2
TXN01305,2024-08-23,C015,SKU018,1,13.0,0.0,13.0
TXN01391,2024-08-23,C020,SKU010,48,9.1,0.0,436.8
TXN01623,2024-08-23,C005,SKU011,24,9.2,0.0,220.8
TXN01732,2024-08-23,C012,SKU010,2,17.0,0.0,34.0
TXN01802,2024-08-23,C006,SKU006,12,13.3,0.0,159.6
TXN01996,2024-08-23,C012,SKU003,3,21.0,0.0,63.0
TXN02029,2024-08-23,C005,SKU010,12,10.2,0.0,122.4
TXN02031,2024-08-23,C001,SKU011,12,9.2,0.0,110.4
TXN02038,2024-08-23,C019,SKU014,12,8.47,0.0,101.64
TXN02209,2024-08-23,C001,SKU002,24,9.68,0.0,232.32
TXN02233,2024-08-23,C020,SKU015,24,9.63,0.0,231.12
TXN02299,2024-08-23,C002,SKU017,144,8.03,0.0,1156.32
TXN02402,2024-08-23,C001,SKU002,24,9.68,0.0,232.32
TXN02736,2024-08-23,C019,SKU013,48,8.95,0.0,429.6
TXN03135,2024-08-23,C019,SKU001,48,10.65,0.0,511.2
TXN03534,2024-08-23,C019,SKU017,24,7.26,0.0,174.24
TXN03843,2024-08-23,C015,SKU003,1,21.0,0.0,21.0
TXN03872,2024-08-23,C019,SKU018,48,6.29,0.0,301.92
TXN04377,2024-08-23,C020,SKU021,12,14.98,0.0,179.76
TXN04431,2024-08-23,C001,SKU020,48,7.74,0.0,371.52
TXN04471,2024-08-23,C004,SKU010,6,9.63,0.57,57.78
TXN04798,2024-08-23,C006,SKU025,6,43.4,0.0,260.4
TXN04955,2024-08-23,C011,SKU001,6,22.0,0.0,132.0
TXN00037,2024-08-24,C019,SKU020,96,6.65,1.09,638.4
TXN00675,2024-08-24,C019,SKU012,24,9.68,0.0,232.32
TXN00919,2024-08-24,C014,SKU010,3,17.0,0.0,51.0
TXN00974,2024-08-24,C017,SKU013,6,14.8,0.0,88.8
TXN01559,2024-08-24,C005,SKU001,144,13.2,0.0,1900.8
TXN01816,2024-08-24,C001,SKU002,12,9.68,0.0,116.16
TXN01868,2024-08-24,C020,SKU022,48,25.68,0.0,1232.64
TXN01909,2024-08-24,C019,SKU014,48,8.47,0.0,406.56
TXN01973,2024-08-24,C012,SKU003,2,12.6,0.0,25.2
TXN02012,2024-08-24,C002,SKU010,48,9.1,0.0,436.8
TXN02143,2024-08-24,C001,SKU022,6,23.23,0.0,139.38
TXN02685,2024-08-24,C019,SKU010,12,8.23,0.0,98.76
TXN02938,2024-08-24,C019,SKU016,6,8.71,0.0,52.26
TXN03075,2024-08-24,C005,SKU001,24,13.2,0.0,316.8
TXN03720,2024-08-24,C001,SKU018,24,6.29,0.0,150.96
TXN03997,2024-08-24,C003,SKU001,24,10.65,0.0,255.6
TXN04677,2024-08-24,C002,SKU010,6,9.1,0.0,54.6
TXN04916,2024-08-24,C006,SKU001,12,15.4,0.0,184.8
TXN04952,2024-08-24,C019,SKU023,48,2.42,0.0,116.16
TXN00628,2024-08-25,C002,SKU014,48,9.36,0.0,449.28
TXN00692,2024-08-25,C007,SKU025,48,43.4,0.0,2083.2
TXN01051,2024-08-25,C002,SKU005,24,12.31,0.0,295.44
TXN01452,2024-08-25,C012,SKU006,2,19.0,0.0,38.0
TXN01570,2024-08-25,C018,SKU014,144,10.5,0.0,1512.0
TXN01638,2024-08-25,C014,SKU009,1,65.0,0.0,65.0
TXN01690,2024-08-25,C003,SKU013,24,9.9,0.0,237.6
TXN02126,2024-08-25,C020,SKU002,12,10.7,0.0,128.4
TXN02364,2024-08-25,C004,SKU010,12,10.2,0.0,122.4
TXN02512,2024-08-25,C005,SKU001,24,17.6,0.0,422.4
TXN02609,2024-08-25,C004,SKU021,12,16.8,0.0,201.6
TXN02637,2024-08-25,C007,SKU020,24,11.2,0.0,268.8
TXN02971,2024-08-25,C014,SKU013,4,18.5,0.0,74.0
TXN03115,2024-08-25,C020,SKU014,24,9.36,0.0,224.64
TXN03145,2024-08-25,C003,SKU020,24,7.25,1.31,174.0
TXN03331,2024-08-25,C002,SKU008,24,38.52,0.0,924.48
TXN03540,2024-08-25,C019,SKU014,48,8.47,0.0,406.56
TXN03621,2024-08-25,C004,SKU013,12,11.1,0.0,133.2
TXN03624,2024-08-25,C005,SKU001,144,13.2,0.0,1900.8
TXN03728,2024-08-25,C002,SKU018,24,6.96,0.0,167.04
TXN03752,2024-08-25,C020,SKU015,24,9.63,0.0,231.12
TXN04137,2024-08-25,C005,SKU005,48,13.8,0.0,662.4
TXN04167,2024-08-25,C006,SKU010,12,11.9,0.0,142.8
TXN04242,2024-08-25,C001,SKU022,24,23.23,0.0,557.52
TXN04319,2024-08-25,C018,SKU006,96,11.4,0.0,1094.4
TXN04785,2024-08-25,C015,SKU010,2,17.0,0.0,34.0
TXN04848,2024-08-25,C020,SKU015,12,9.63,0.0,115.56
TXN00075,2024-08-26,C002,SKU023,48,1.81,0.87,86.88
TXN00106,2024-08-26,C005,SKU006,24,11.4,0.0,273.6
TXN00329,2024-08-26,C002,SKU002,24,10.7,0.0,256.8
TXN00509,2024-08-26,C001,SKU010,48,8.23,0.0,395.04
TXN00617,2024-08-26,C001,SKU007,24,10.41,0.0,249.84
TXN00680,2024-08-26,C017,SKU005,12,18.4,0.0,220.8
TXN00723,2024-08-26,C014,SKU005,2,23.0,0.0,46.0
TXN00811,2024-08-26,C002,SKU015,48,9.63,0.0,462.24
TXN00996,2024-08-26,C019,SKU013,6,8.95,0.0,53.7
TXN01297,2024-08-26,C019,SKU016,12,8.71,0.0,104.52
TXN01820,2024-08-26,C001,SKU020,144,7.74,0.0,1114.56
TXN01938,2024-08-26,C001,SKU006,24,9.2,0.0,220.8
TXN01970,2024-08-26,C019,SKU012,48,9.68,0.0,464.64
TXN02101,2024-08-26,C003,SKU005,6,12.31,0.0,73.86
TXN02355,2024-08-26,C002,SKU023,6,2.68,0.0,16.08
TXN02358,2024-08-26,C003,SKU001,96,11.77,0.0,1129.92
TXN02400,2024-08-26,C001,SKU006,24,9.2,0.0,220.8
TXN02570,2024-08-26,C018,SKU018,24,7.8,0.0,187.2
TXN02761,2024-08-26,C015,SKU019,1,6.78,0.0,6.78
TXN02816,2024-08-26,C003,SKU010,6,9.1,0.0,54.6
TXN03324,2024-08-26,C016,SKU005,6,18.4,0.0,110.4
TXN03498,2024-08-26,C016,SKU005,12,18.4,0.0,220.8
TXN03551,2024-08-26,C005,SKU001,96,10.65,0.0,1022.4
TXN03565,2024-08-26,C006,SKU006,12,13.3,0.0,159.6
TXN03573,2024-08-26,C008,SKU002,24,12.77,1.23,306.48
TXN04028,2024-08-26,C019,SKU002,12,9.68,0.0,116.16
TXN04037,2024-08-26,C019,SKU008,144,34.85,0.0,5018.4
TXN04163,2024-08-26,C003,SKU016,96,9.63,0.0,924.48
TXN04333,2024-08-26,C001,SKU018,96,6.29,0.0,603.84
TXN04468,2024-08-26,C020,SKU010,12,9.1,0.0,109.2
TXN00240,2024-08-27,C001,SKU021,48,13.55,0.0,650.4
TXN00515,2024-08-27,C014,SKU018,1,13.0,0.0,13.0
TXN00581,2024-08-27,C015,SKU007,2,21.5,0.0,43.0
TXN00585,2024-08-27,C015,SKU002,1,20.0,0.0,20.0
TXN00635,2024-08-27,C016,SKU012,12,16.0,0.0,192.0
TXN00924,2024-08-27,C002,SKU013,12,9.9,0.0,118.8
TXN01165,2024-08-27,C014,SKU016,2,18.0,0.0,36.0
TXN01459,2024-08-27,C003,SKU002,144,10.7,0.0,1540.8
TXN01534,2024-08-27,C001,SKU010,12,8.23,0.0,98.76
TXN01743,2024-08-27,C014,SKU010,4,17.0,0.0,68.0
TXN01977,2024-08-27,C004,SKU005,48,13.8,0.0,662.4
TXN02424,2024-08-27,C014,SKU001,2,22.0,0.0,44.0
TXN02573,2024-08-27,C001,SKU010,144,8.23,0.0,1185.12
TXN02606,2024-08-27,C003,SKU003,24,11.24,0.0,269.76
TXN02620,2024-08-27,C001,SKU014,96,8.47,0.0,813.12
TXN02901,2024-08-27,C020,SKU001,12,11.77,0.0,141.24
TXN03114,2024-08-27,C001,SKU006,24,9.2,0.0,220.8
TXN03180,2024-08-27,C015,SKU003,3,21.0,0.0,63.0
TXN03206,2024-08-27,C015,SKU003,2,21.0,0.0,42.0
TXN03207,2024-08-27,C004,SKU004,6,12.3,0.0,73.8
TXN03349,2024-08-27,C017,SKU006,6,15.2,0.0,91.2
TXN03662,2024-08-27,C006,SKU017,6,10.5,0.0,63.0
TXN03667,2024-08-27,C004,SKU002,24,10.24,1.76,245.76
TXN03709,2024-08-27,C010,SKU002,6,16.0,0.0,96.0
TXN04012,2024-08-27,C008,SKU010,12,10.43,1.47,125.16
TXN04497,2024-08-27,C004,SKU016,48,10.8,0.0,518.4
TXN04614,2024-08-27,C003,SKU012,6,12.0,0.0,72.0
TXN04634,2024-08-27,C013,SKU006,2,19.0,0.0,38.0
TXN00060,2024-08-28,C002,SKU014,6,9.36,0.0,56.16
TXN00188,2024-08-28,C005,SKU018,12,7.8,0.0,93.6
TXN00708,2024-08-28,C006,SKU015,24,12.6,0.0,302.4
TXN00737,2024-08-28,C019,SKU016,96,8.71,0.0,836.16
TXN00753,2024-08-28,C003,SKU006,48,10.17,0.0,488.16
TXN00809,2024-08-28,C016,SKU019,12,11.2,0.0,134.4
TXN01311,2024-08-28,C012,SKU010,2,17.0,0.0,34.0
TXN02122,2024-08-28,C004,SKU014,6,10.5,0.0,63.0
TXN02156,2024-08-28,C001,SKU010,6,8.23,0.0,49.38
TXN02370,2024-08-28,C001,SKU020,6,7.74,0.0,46.44
TXN02462,2024-08-28,C019,SKU021,24,13.55,0.0,325.2
TXN02509,2024-08-28,C006,SKU012,96,14.0,0.0,1344.0
TXN02759,2024-08-28,C001,SKU019,6,6.78,0.0,40.68
TXN02934,2024-08-28,C018,SKU003,24,12.6,0.0,302.4
TXN03314,2024-08-28,C012,SKU018,2,13.0,0.0,26.0
TXN03439,2024-08-28,C001,SKU020,96,7.74,0.0,743.04
TXN03808,2024-08-28,C007,SKU018,48,9.1,0.0,436.8
TXN04016,2024-08-28,C001,SKU018,12,6.29,0.0,75.48
TXN04244,2024-08-28,C001,SKU010,96,8.23,0.0,790.08
TXN04248,2024-08-28,C005,SKU005,24,13.8,0.0,331.2
TXN04305,2024-08-28,C020,SKU006,144,10.17,0.0,1464.48
TXN04326,2024-08-28,C008,SKU006,96,13.3,0.0,1276.8
TXN04568,2024-08-28,C003,SKU009,96,34.77,0.0,3337.92
TXN00009,2024-08-29,C019,SKU009,12,31.46,0.0,377.52
TXN00178,2024-08-29,C004,SKU003,6,10.81,1.79,64.86
TXN00447,2024-08-29,C006,SKU002,6,14.0,0.0,84.0
TXN00483,2024-08-29,C019,SKU012,144,9.68,0.0,1393.92
TXN00969,2024-08-29,C019,SKU001,24,10.65,0.0,255.6
TXN01356,2024-08-29,C002,SKU007,12,11.5,0.0,138.0
TXN01800,2024-08-29,C003,SKU007,24,11.5,0.0,276.0
TXN01842,2024-08-29,C006,SKU010,6,11.9,0.0,71.4
TXN01845,2024-08-29,C001,SKU011,48,9.2,0.0,441.6
TXN02073,2024-08-29,C014,SKU006,1,19.0,0.0,19.0
TXN02510,2024-08-29,C005,SKU001,48,13.2,0.0,633.6
TXN02861,2024-08-29,C009,SKU020,144,12.8,0.0,1843.2
TXN02961,2024-08-29,C014,SKU018,1,9.1,0.0,9.1
TXN03144,2024-08-29,C016,SKU012,6,16.0,0.0,96.0
TXN03249,2024-08-29,C011,SKU006,1,19.0,0.0,19.0
TXN03262,2024-08-29,C008,SKU012,12,14.0,0.0,168.0
TXN03476,2024-08-29,C002,SKU015,12,9.63,0.0,115.56
TXN03598,2024-08-29,C007,SKU010,48,10.77,1.13,516.96
TXN03633,2024-08-29,C006,SKU009,24,45.5,0.0,1092.0
TXN03697,2024-08-29,C020,SKU003,12,11.24,0.0,134.88
TXN04017,2024-08-29,C001,SKU009,48,31.46,0.0,1510.08
TXN04152,2024-08-29,C014,SKU017,3,14.35,0.65,43.05
TXN04194,2024-08-29,C001,SKU018,12,6.29,0.0,75.48
TXN04247,2024-08-29,C001,SKU006,96,9.2,0.0,883.2
TXN04878,2024-08-29,C012,SKU014,1,17.5,0.0,17.5
TXN00072,2024-08-30,C014,SKU005,1,22.13,0.87,22.13
TXN00431,2024-08-30,C002,SKU016,24,9.63,0.0,231.12
TXN00727,2024-08-30,C016,SKU019,6,11.2,0.0,67.2
TXN00750,2024-08-30,C014,SKU021,1,28.0,0.0,28.0
TXN00885,2024-08-30,C005,SKU018,12,7.8,0.0,93.6
TXN00936,2024-08-30,C008,SKU018,6,9.1,0.0,54.6
TXN01113,2024-08-30,C020,SKU005,12,12.31,0.0,147.72
TXN01119,2024-08-30,C019,SKU010,144,8.23,0.0,1185.12
TXN01277,2024-08-30,C020,SKU017,24,8.03,0.0,192.72
TXN01309,2024-08-30,C005,SKU006,96,11.4,0.0,1094.4
TXN01503,2024-08-30,C014,SKU004,1,20.5,0.0,20.5
TXN01547,2024-08-30,C004,SKU004,24,12.3,0.0,295.2
TXN01724,2024-08-30,C001,SKU020,144,7.74,0.0,1114.56
TXN01913,2024-08-30,C005,SKU007,48,12.9,0.0,619.2
TXN02053,2024-08-30,C002,SKU006,12,10.17,0.0,122.04
TXN02415,2024-08-30,C003,SKU013,12,9.9,0.0,118.8
TXN02426,2024-08-30,C018,SKU018,24,7.8,0.0,187.2
TXN02667,2024-08-30,C005,SKU015,96,10.8,0.0,1036.8
TXN02993,2024-08-30,C008,SKU017,6,10.5,0.0,63.0
TXN03060,2024-08-30,C002,SKU003,12,11.24,0.0,134.88
TXN03107,2024-08-30,C020,SKU019,24,7.49,0.0,179.76
TXN03246,2024-08-30,C002,SKU014,6,9.36,0.0,56.16
TXN03340,2024-08-30,C005,SKU018,24,6.76,1.04,162.24
TXN03713,2024-08-30,C020,SKU010,12,9.1,0.0,109.2
TXN03732,2024-08-30,C013,SKU016,1,18.0,0.0,18.0
TXN04223,2024-08-30,C011,SKU012,1,20.0,0.0,20.0
TXN04548,2024-08-30,C001,SKU005,48,11.13,0.0,534.24
TXN04594,2024-08-30,C014,SKU005,1,23.0,0.0,23.0
TXN04628,2024-08-30,C005,SKU001,24,13.2,0.0,316.8
TXN04654,2024-08-30,C004,SKU001,96,13.2,0.0,1267.2
TXN04749,2024-08-30,C003,SKU002,48,10.7,0.0,513.6
TXN04900,2024-08-30,C020,SKU014,48,9.36,0.0,449.28
TXN00105,2024-08-31,C014,SKU014,1,17.5,0.0,17.5
TXN00134,2024-08-31,C015,SKU006,1,13.3,0.0,13.3
TXN00345,2024-08-31,C002,SKU002,48,16.0,0.0,768.0
TXN00555,2024-08-31,C005,SKU013,24,11.1,0.0,266.4
TXN00799,2024-08-31,C011,SKU005,1,23.0,0.0,23.0
TXN01105,2024-08-31,C001,SKU004,24,9.92,0.0,238.08
TXN01352,2024-08-31,C002,SKU001,12,10.65,0.0,127.8
TXN01612,2024-08-31,C011,SKU010,1,17.0,0.0,17.0
TXN01619,2024-08-31,C014,SKU005,2,23.0,0.0,46.0
TXN01957,2024-08-31,C002,SKU021,12,14.98,0.0,179.76
TXN02084,2024-08-31,C004,SKU014,12,10.5,0.0,126.0
TXN02429,2024-08-31,C015,SKU010,3,17.0,0.0,51.0
TXN02515,2024-08-31,C001,SKU015,48,8.71,0.0,418.08
TXN02566,2024-08-31,C011,SKU011,1,19.0,0.0,19.0
TXN02584,2024-08-31,C007,SKU007,96,15.05,0.0,1444.8
TXN02715,2024-08-31,C015,SKU010,1,17.0,0.0,17.0
TXN02941,2024-08-31,C004,SKU020,144,7.81,1.79,1124.64
TXN03023,2024-08-31,C015,SKU020,2,16.0,0.0,32.0
TXN03037,2024-08-31,C001,SKU019,48,6.78,0.0,325.44
TXN03428,2024-08-31,C001,SKU015,24,8.71,0.0,209.04
TXN03482,2024-08-31,C019,SKU012,12,9.68,0.0,116.16
TXN03855,2024-08-31,C020,SKU017,24,8.03,0.0,192.72
TXN04386,2024-08-31,C020,SKU018,6,6.96,0.0,41.76
TXN04481,2024-08-31,C002,SKU016,24,9.63,0.0,231.12
TXN04544,2024-08-31,C007,SKU012,48,14.0,0.0,672.0
TXN04765,2024-08-31,C006,SKU004,6,14.35,0.0,86.1
TXN04949,2024-08-31,C019,SKU002,48,9.68,0.0,464.64
TXN00101,2024-09-01,C019,SKU002,24,9.68,0.0,232.32
TXN00151,2024-09-01,C011,SKU012,1,20.0,0.0,20.0
TXN00354,2024-09-01,C003,SKU006,12,10.17,0.0,122.04
TXN00391,2024-09-01,C012,SKU003,1,21.0,0.0,21.0
TXN00689,2024-09-01,C001,SKU013,6,8.95,0.0,53.7
TXN00776,2024-09-01,C001,SKU001,24,10.65,0.0,255.6
TXN01373,2024-09-01,C006,SKU013,144,12.95,0.0,1864.8
TXN01550,2024-09-01,C002,SKU005,48,12.31,0.0,590.88
TXN01701,2024-09-01,C012,SKU009,3,65.0,0.0,195.0
TXN01968,2024-09-01,C017,SKU007,12,17.2,0.0,206.4
TXN02069,2024-09-01,C005,SKU003,12,12.6,0.0,151.2
TXN02100,2024-09-01,C011,SKU014,3,17.5,0.0,52.5
TXN02102,2024-09-01,C020,SKU019,24,7.49,0.0,179.76
TXN02162,2024-09-01,C013,SKU006,1,19.0,0.0,19.0
TXN02846,2024-09-01,C019,SKU008,48,34.85,0.0,1672.8
TXN03120,2024-09-01,C001,SKU006,12,9.2,0.0,110.4
TXN03224,2024-09-01,C003,SKU010,12,9.1,0.0,109.2
TXN03378,2024-09-01,C001,SKU001,24,10.65,0.0,255.6
TXN03513,2024-09-01,C002,SKU003,12,11.24,0.0,134.88
TXN03630,2024-09-01,C019,SKU018,24,6.29,0.0,150.96
TXN03749,2024-09-01,C015,SKU004,2,20.5,0.0,41.0
TXN03825,2024-09-01,C015,SKU001,2,22.0,0.0,44.0
TXN04030,2024-09-01,C012,SKU012,1,20.0,0.0,20.0
TXN04132,2024-09-01,C001,SKU013,24,8.95,0.0,214.8
TXN04169,2024-09-01,C002,SKU020,24,8.56,0.0,205.44
TXN04222,2024-09-01,C003,SKU001,6,11.77,0.0,70.62
TXN04269,2024-09-01,C008,SKU003,24,14.7,0.0,352.8
TXN04343,2024-09-01,C020,SKU010,96,7.68,1.42,737.28
TXN04354,2024-09-01,C004,SKU004,96,12.3,0.0,1180.8
TXN04357,2024-09-01,C019,SKU013,24,8.95,0.0,214.8
TXN04871,2024-09-01,C005,SKU009,6,39.0,0.0,234.0
TXN04972,2024-09-01,C004,SKU010,96,10.2,0.0,979.2
TXN00028,2024-09-02,C002,SKU007,12,11.5,0.0,138.0
TXN00331,2024-09-02,C014,SKU013,2,18.5,0.0,37.0
TXN00436,2024-09-02,C001,SKU006,12,9.2,0.0,110.4
TXN00455,2024-09-02,C011,SKU013,2,18.5,0.0,37.0
TXN00829,2024-09-02,C019,SKU006,6,9.2,0.0,55.2
TXN01127,2024-09-02,C010,SKU023,48,4.0,0.0,192.0
TXN01274,2024-09-02,C002,SKU006,6,10.17,0.0,61.02
TXN01477,2024-09-02,C019,SKU019,24,6.78,0.0,162.72
TXN01499,2024-09-02,C004,SKU001,48,10.65,0.0,511.2
TXN01844,2024-09-02,C001,SKU010,48,8.23,0.0,395.04
TXN01888,2024-09-02,C003,SKU015,48,9.63,0.0,462.24
TXN02089,2024-09-02,C003,SKU018,24,6.96,0.0,167.04
TXN02188,2024-09-02,C020,SKU014,48,9.36,0.0,449.28
TXN02240,2024-09-02,C002,SKU001,24,11.77,0.0,282.48
TXN02270,2024-09-02,C001,SKU002,24,9.68,0.0,232.32
TXN02328,2024-09-02,C014,SKU010,3,17.0,0.0,51.0
TXN02410,2024-09-02,C007,SKU003,12,14.7,0.0,176.4
TXN03659,2024-09-02,C018,SKU006,12,11.4,0.0,136.8
TXN04202,2024-09-02,C003,SKU010,24,9.1,0.0,218.4
TXN04205,2024-09-02,C006,SKU014,96,12.25,0.0,1176.0
TXN04637,2024-09-02,C019,SKU018,6,6.29,0.0,37.74
TXN04726,2024-09-02,C005,SKU002,24,12.0,0.0,288.0
TXN04862,2024-09-02,C020,SKU013,48,9.9,0.0,475.2
TXN00108,2024-09-03,C002,SKU016,144,9.63,0.0,1386.72
TXN00125,2024-09-03,C001,SKU005,24,11.13,0.0,267.12
TXN00236,2024-09-03,C001,SKU010,48,8.23,0.0,395.04
TXN00249,2024-09-03,C016,SKU008,12,57.6,0.0,691.2
TXN00560,2024-09-03,C013,SKU021,1,28.0,0.0,28.0
TXN00770,2024-09-03,C019,SKU018,12,6.29,0.0,75.48
TXN00985,2024-09-03,C004,SKU018,96,6.19,1.61,594.24
TXN01507,2024-09-03,C019,SKU017,12,7.26,0.0,87.12
TXN01589,2024-09-03,C014,SKU002,1,20.0,0.0,20.0
TXN02267,2024-09-03,C002,SKU001,96,11.77,0.0,1129.92
