shipment_id,transaction_id,date,carrier,service_type,weight_lbs,shipping_cost,origin_zip,destination_zip
SHP00772,TXN00344,2024-07-30,FedEx,freight,81.74,76.66,95060,89101
SHP00773,TXN00853,2024-07-29,FedEx,overnight,10.64,105.06,95060,10001
SHP00774,TXN01027,2024-07-31,UPS,standard,1.17,6.59,95060,98101
SHP00775,TXN01057,2024-08-01,USPS,freight,41.04,31.12,95060,89101
SHP00776,TXN01066,2024-07-31,FedEx,standard,10.1,23.77,95060,06103
SHP00777,TXN01084,2024-08-01,FedEx,standard,1.58,5.92,95060,60601
SHP00778,TXN01265,2024-07-29,FedEx,freight,40.79,42.86,95060,97201
SHP00779,TXN01394,2024-07-29,UPS,overnight,41.2,353.37,95060,27601
SHP00780,TXN01536,2024-08-01,USPS,standard,10.5,29.08,95060,21201
SHP00781,TXN01664,2024-07-29,UPS,standard,20.89,45.71,95060,06103
SHP00782,TXN02059,2024-07-31,USPS,standard,20.39,29.2,95060,97201
SHP00783,TXN02163,2024-07-30,UPS,expedited,1.24,12.37,95060,02101
SHP00784,TXN02500,2024-08-01,FedEx,standard,81.53,112.82,95060,27601
SHP00785,TXN03104,2024-08-01,FedEx,standard,10.28,22.8,95060,97201
SHP00786,TXN03161,2024-07-29,USPS,standard,10.19,26.58,95060,97201
SHP00787,TXN03163,2024-07-29,USPS,standard,20.5,39.56,95060,63101
SHP00788,TXN03182,2024-07-30,FedEx,standard,1.61,5.46,95060,75201
SHP00789,TXN03192,2024-07-29,USPS,standard,20.72,47.23,95060,89101
SHP00790,TXN03240,2024-07-29,UPS,overnight,1.2,20.62,95060,02101
SHP00791,TXN03280,2024-07-29,USPS,freight,20.49,17.1,95060,89101
SHP00792,TXN03357,2024-07-31,FedEx,standard,10.54,24.63,95060,94102
SHP00793,TXN04232,2024-07-29,UPS,expedited,20.33,110.73,95060,85001
SHP00794,TXN04257,2024-08-01,USPS,expedited,10.62,54.02,95060,33101
SHP00795,TXN04381,2024-07-29,USPS,overnight,10.06,116.5,95060,63101
SHP00796,TXN04490,2024-07-30,FedEx,standard,10.06,22.25,95060,94102
SHP00797,TXN04701,2024-07-30,USPS,overnight,20.3,279.83,95060,97201
SHP00798,TXN04790,2024-08-01,FedEx,standard,5.03,14.0,95060,89101
SHP00799,TXN00064,2024-08-01,UPS,standard,5.55,11.83,95060,43201
SHP00800,TXN00135,2024-07-31,USPS,freight,41.1,36.44,95060,30301
SHP00801,TXN00417,2024-08-01,FedEx,standard,20.68,46.93,95060,32801
SHP00802,TXN00630,2024-08-01,FedEx,expedited,10.04,56.52,95060,21201
SHP00803,TXN00649,2024-08-01,UPS,standard,41.05,61.83,95060,63101
SHP00804,TXN00665,2024-08-01,FedEx,freight,81.71,101.45,95060,06103
SHP00805,TXN01145,2024-07-31,USPS,standard,10.64,29.19,95060,97201
SHP00806,TXN01411,2024-07-31,USPS,freight,81.48,98.47,95060,90210
SHP00807,TXN01586,2024-07-30,USPS,standard,20.35,42.06,95060,32801
SHP00808,TXN01773,2024-08-02,FedEx,standard,1.32,7.33,95060,60601
SHP00809,TXN01886,2024-07-31,UPS,standard,20.7,31.67,95060,85001
SHP00810,TXN02145,2024-08-02,USPS,standard,40.73,58.02,95060,90210
SHP00811,TXN02322,2024-08-02,FedEx,standard,1.99,8.26,95060,98101
SHP00812,TXN02449,2024-08-02,UPS,standard,10.46,23.29,95060,89101
SHP00813,TXN02594,2024-08-02,FedEx,expedited,122.66,684.55,95060,10001
SHP00814,TXN03203,2024-08-02,UPS,freight,40.71,49.27,95060,94102
SHP00815,TXN03212,2024-08-01,UPS,overnight,20.52,230.15,95060,33101
SHP00816,TXN03244,2024-08-02,FedEx,standard,5.24,10.39,95060,89101
SHP00817,TXN03447,2024-07-30,FedEx,standard,5.54,9.28,95060,85001
SHP00818,TXN03611,2024-07-30,USPS,freight,10.42,16.74,95060,89101
SHP00819,TXN03796,2024-08-02,USPS,standard,3.31,12.41,95060,75201
SHP00820,TXN03984,2024-07-31,FedEx,standard,2.7,9.13,95060,33101
SHP00821,TXN04149,2024-08-02,USPS,overnight,40.7,506.76,95060,97201
SHP00822,TXN04773,2024-07-30,FedEx,freight,20.73,24.96,95060,97201
SHP00823,TXN04926,2024-08-02,FedEx,expedited,41.11,245.34,95060,89101
SHP00824,TXN00042,2024-08-01,USPS,freight,41.25,51.89,95060,63101
SHP00825,TXN00420,2024-08-02,FedEx,standard,10.61,16.44,95060,06103
SHP00826,TXN00449,2024-08-01,UPS,standard,40.88,72.86,95060,60601
SHP00827,TXN00538,2024-08-03,FedEx,standard,10.36,26.32,95060,55401
SHP00828,TXN00573,2024-07-31,UPS,standard,5.36,15.95,95060,33101
SHP00829,TXN00703,2024-08-03,FedEx,overnight,20.54,267.38,95060,06103
SHP00830,TXN00733,2024-08-03,FedEx,standard,1.54,5.99,95060,60601
SHP00831,TXN01042,2024-08-03,USPS,expedited,5.55,32.63,95060,10001
SHP00832,TXN01044,2024-08-01,USPS,standard,10.54,26.54,95060,55401
SHP00833,TXN01227,2024-08-03,UPS,standard,10.17,25.67,95060,48201
SHP00834,TXN01244,2024-07-31,USPS,standard,20.69,46.47,95060,85001
SHP00835,TXN01439,2024-08-03,USPS,freight,10.26,13.07,95060,89101
SHP00836,TXN01792,2024-08-02,USPS,standard,4.92,16.53,95060,21201
SHP00837,TXN01795,2024-08-01,USPS,overnight,5.46,75.15,95060,97201
SHP00838,TXN01885,2024-08-01,FedEx,expedited,20.62,100.07,95060,85001
SHP00839,TXN02275,2024-08-02,FedEx,standard,20.45,29.71,95060,90210
SHP00840,TXN02608,2024-08-02,USPS,expedited,10.37,54.75,95060,27601
SHP00841,TXN02716,2024-07-31,USPS,expedited,1.03,9.14,95060,85001
SHP00842,TXN02744,2024-08-03,USPS,standard,2.18,7.77,95060,85001
SHP00843,TXN02766,2024-08-03,UPS,freight,41.15,33.0,95060,37201
SHP00844,TXN02799,2024-08-03,FedEx,freight,81.69,93.67,95060,37201
SHP00845,TXN02807,2024-08-01,USPS,standard,10.65,22.21,95060,37201
SHP00846,TXN02906,2024-08-01,FedEx,freight,20.24,19.92,95060,97201
SHP00847,TXN02913,2024-08-03,UPS,expedited,4.92,30.63,95060,27601
SHP00848,TXN03019,2024-08-03,FedEx,expedited,41.28,207.27,95060,89101
SHP00849,TXN03065,2024-07-31,FedEx,expedited,5.24,27.37,95060,21201
SHP00850,TXN03188,2024-08-02,USPS,standard,0.86,4.95,95060,90210
SHP00851,TXN03676,2024-08-01,UPS,expedited,5.33,26.95,95060,90210
SHP00852,TXN03807,2024-08-03,UPS,freight,81.62,65.89,95060,33101
SHP00853,TXN03822,2024-07-31,UPS,standard,20.39,41.1,95060,89101
SHP00854,TXN03976,2024-07-31,USPS,expedited,3.78,21.3,95060,33101
SHP00855,TXN04156,2024-08-01,USPS,standard,1.07,5.13,95060,98101
SHP00856,TXN04378,2024-07-31,FedEx,standard,20.43,36.86,95060,97201
SHP00857,TXN04745,2024-08-01,FedEx,standard,20.8,47.66,95060,90210
SHP00858,TXN04856,2024-08-03,FedEx,standard,10.26,25.81,95060,32801
SHP00859,TXN04895,2024-07-31,USPS,standard,20.77,40.53,95060,06103
SHP00860,TXN00244,2024-08-04,USPS,standard,5.23,15.66,95060,85001
SHP00861,TXN00743,2024-08-04,UPS,standard,20.85,41.97,95060,85001
SHP00862,TXN00856,2024-08-04,UPS,freight,41.06,34.92,95060,90210
SHP00863,TXN00949,2024-08-03,FedEx,freight,1.96,6.97,95060,10001
SHP00864,TXN01010,2024-08-01,UPS,overnight,20.63,186.65,95060,33101
SHP00865,TXN01112,2024-08-03,FedEx,overnight,40.61,507.02,95060,37201
SHP00866,TXN01236,2024-08-04,FedEx,standard,1.89,8.57,95060,98101
SHP00867,TXN01260,2024-08-01,USPS,overnight,10.55,90.07,95060,90210
SHP00868,TXN01364,2024-08-04,FedEx,expedited,5.44,33.02,95060,37201
SHP00869,TXN01414,2024-08-02,FedEx,standard,2.11,7.2,95060,90210
SHP00870,TXN01460,2024-08-02,UPS,standard,20.49,33.07,95060,21201
SHP00871,TXN01600,2024-08-04,UPS,expedited,0.78,8.38,95060,60601
SHP00872,TXN01649,2024-08-01,FedEx,freight,41.11,38.5,95060,85001
SHP00873,TXN01965,2024-08-02,USPS,standard,41.27,74.25,95060,94102
SHP00874,TXN02030,2024-08-04,USPS,overnight,5.2,57.02,95060,85001
SHP00875,TXN02491,2024-08-04,FedEx,overnight,41.25,394.64,95060,97201
SHP00876,TXN02554,2024-08-01,UPS,expedited,41.12,238.3,95060,90210
SHP00877,TXN02669,2024-08-03,UPS,standard,81.88,185.93,95060,21201
SHP00878,TXN03055,2024-08-03,FedEx,standard,10.11,20.52,95060,10001
SHP00879,TXN03297,2024-08-01,UPS,expedited,40.68,155.94,95060,97201
SHP00880,TXN04225,2024-08-02,UPS,standard,0.66,4.4,95060,98101
SHP00881,TXN04399,2024-08-04,FedEx,standard,10.45,14.89,95060,55401
SHP00882,TXN04421,2024-08-03,USPS,standard,10.66,25.09,95060,21201
SHP00883,TXN04579,2024-08-01,USPS,standard,5.32,12.6,95060,32801
SHP00884,TXN04702,2024-08-01,USPS,standard,20.66,32.96,95060,97201
SHP00885,TXN04759,2024-08-03,USPS,overnight,10.07,99.09,95060,97201
SHP00886,TXN04763,2024-08-02,FedEx,standard,10.45,25.93,95060,89101
SHP00887,TXN04899,2024-08-01,UPS,freight,40.78,29.02,95060,89101
SHP00888,TXN00262,2024-08-05,FedEx,expedited,20.79,76.61,95060,89101
SHP00889,TXN00624,2024-08-05,UPS,standard,81.98,203.1,95060,89101
SHP00890,TXN00916,2024-08-02,UPS,overnight,5.06,62.43,95060,97201
SHP00891,TXN01167,2024-08-02,UPS,standard,1.73,6.5,95060,98101
SHP00892,TXN01267,2024-08-03,FedEx,standard,40.91,85.02,95060,32801
SHP00893,TXN01597,2024-08-04,FedEx,expedited,1.1,9.09,95060,02101
SHP00894,TXN01734,2024-08-02,FedEx,overnight,20.66,228.88,95060,27601
SHP00895,TXN02107,2024-08-03,FedEx,overnight,20.78,200.97,95060,90210
SHP00896,TXN02235,2024-08-04,FedEx,freight,40.86,44.91,95060,48201
SHP00897,TXN02331,2024-08-05,USPS,freight,81.91,81.97,95060,94102
SHP00898,TXN02588,2024-08-05,USPS,standard,81.82,153.43,95060,02101
SHP00899,TXN03003,2024-08-05,UPS,standard,3.0,9.72,95060,02101
SHP00900,TXN03327,2024-08-04,USPS,freight,81.62,91.3,95060,60601
SHP00901,TXN03397,2024-08-03,FedEx,standard,0.76,6.09,95060,60601
SHP00902,TXN03412,2024-08-02,UPS,standard,10.66,28.75,95060,19103
SHP00903,TXN03530,2024-08-03,USPS,standard,5.0,13.04,95060,43201
SHP00904,TXN03637,2024-08-04,USPS,freight,82.05,59.24,95060,97201
SHP00905,TXN03741,2024-08-02,USPS,expedited,20.66,102.11,95060,85001
SHP00906,TXN03764,2024-08-03,FedEx,standard,10.11,20.39,95060,21201
SHP00907,TXN03854,2024-08-04,USPS,expedited,2.1,15.12,95060,02101
SHP00908,TXN03867,2024-08-04,USPS,freight,41.28,29.83,95060,55401
SHP00909,TXN03884,2024-08-05,UPS,freight,41.18,46.04,95060,90210
SHP00910,TXN03998,2024-08-04,UPS,standard,10.3,20.47,95060,30301
SHP00911,TXN04044,2024-08-03,UPS,standard,20.62,37.5,95060,94102
SHP00912,TXN04197,2024-08-03,UPS,freight,41.16,28.28,95060,97201
SHP00913,TXN04303,2024-08-02,UPS,standard,10.09,17.38,95060,32801
SHP00914,TXN04418,2024-08-04,UPS,standard,122.45,275.02,95060,97201
SHP00915,TXN04504,2024-08-05,UPS,standard,0.71,4.42,95060,85001
SHP00916,TXN04623,2024-08-03,UPS,expedited,20.45,77.47,95060,94102
SHP00917,TXN04714,2024-08-04,FedEx,standard,20.62,32.27,95060,48201
SHP00918,TXN04758,2024-08-05,USPS,standard,10.55,19.6,95060,10001
SHP00919,TXN04857,2024-08-02,FedEx,overnight,20.79,251.73,95060,32801
SHP00920,TXN04881,2024-08-02,UPS,standard,10.43,24.48,95060,97201
SHP00921,TXN00179,2024-08-03,USPS,standard,1.04,4.62,95060,10001
SHP00922,TXN00275,2024-08-06,UPS,standard,10.14,21.69,95060,10001
SHP00923,TXN00442,2024-08-04,USPS,standard,1.28,5.79,95060,60601
SHP00924,TXN00604,2024-08-06,UPS,standard,5.34,16.22,95060,85001
SHP00925,TXN00860,2024-08-04,UPS,standard,20.52,43.19,95060,48201
SHP00926,TXN01143,2024-08-04,UPS,standard,20.67,33.28,95060,48201
SHP00927,TXN01232,2024-08-05,FedEx,expedited,10.26,41.18,95060,19103
SHP00928,TXN01529,2024-08-06,USPS,standard,5.23,14.81,95060,33101
SHP00929,TXN01572,2024-08-06,FedEx,freight,81.99,83.7,95060,90210
SHP00930,TXN01889,2024-08-05,FedEx,standard,20.58,39.26,95060,89101
SHP00931,TXN01984,2024-08-03,USPS,standard,20.51,31.56,95060,21201
SHP00932,TXN02051,2024-08-03,FedEx,standard,81.57,185.43,95060,90210
SHP00933,TXN02379,2024-08-03,FedEx,standard,20.26,43.15,95060,06103
SHP00934,TXN02999,2024-08-04,UPS,freight,122.47,130.49,95060,85001
SHP00935,TXN03004,2024-08-06,UPS,standard,10.27,18.26,95060,63101
SHP00936,TXN03007,2024-08-03,USPS,standard,5.32,13.41,95060,10001
SHP00937,TXN03577,2024-08-05,UPS,standard,2.77,9.12,95060,02101
SHP00938,TXN03698,2024-08-04,USPS,standard,20.76,55.14,95060,55401
SHP00939,TXN03776,2024-08-04,FedEx,standard,10.46,17.28,95060,37201
SHP00940,TXN03798,2024-08-06,UPS,standard,40.89,91.12,95060,85001
SHP00941,TXN04024,2024-08-06,FedEx,expedited,41.07,183.9,95060,37201
SHP00942,TXN04178,2024-08-06,USPS,expedited,2.04,16.9,95060,90210
SHP00943,TXN04590,2024-08-06,USPS,standard,10.17,20.72,95060,94102
SHP00944,TXN00252,2024-08-06,UPS,standard,5.39,13.3,95060,90210
SHP00945,TXN00267,2024-08-05,FedEx,standard,5.42,17.58,95060,85001
SHP00946,TXN00451,2024-08-07,USPS,standard,2.13,5.45,95060,75201
SHP00947,TXN00513,2024-08-04,UPS,expedited,20.76,96.75,95060,48201
SHP00948,TXN00660,2024-08-04,UPS,standard,10.09,18.8,95060,90210
SHP00949,TXN00671,2024-08-07,UPS,standard,1.67,5.47,95060,10001
SHP00950,TXN00701,2024-08-04,USPS,standard,20.74,46.76,95060,30301
SHP00951,TXN00976,2024-08-07,USPS,expedited,5.0,23.32,95060,94102
SHP00952,TXN01126,2024-08-06,USPS,expedited,5.49,25.57,95060,85001
SHP00953,TXN01139,2024-08-07,UPS,standard,10.53,19.32,95060,97201
SHP00954,TXN01177,2024-08-05,USPS,standard,81.46,200.09,95060,89101
SHP00955,TXN01345,2024-08-06,UPS,expedited,10.24,45.42,95060,85001
SHP00956,TXN01516,2024-08-06,FedEx,expedited,40.73,156.33,95060,27601
SHP00957,TXN01548,2024-08-04,FedEx,standard,81.63,190.08,95060,90210
SHP00958,TXN01855,2024-08-05,USPS,expedited,10.45,59.24,95060,06103
SHP00959,TXN02045,2024-08-04,USPS,standard,20.5,49.2,95060,89101
SHP00960,TXN02189,2024-08-05,UPS,standard,20.69,36.43,95060,85001
SHP00961,TXN02192,2024-08-05,UPS,standard,5.06,15.85,95060,02101
SHP00962,TXN02489,2024-08-04,UPS,expedited,5.25,33.35,95060,63101
SHP00963,TXN02567,2024-08-06,UPS,standard,4.9,13.02,95060,32801
SHP00964,TXN02713,2024-08-07,USPS,standard,20.51,44.77,95060,55401
SHP00965,TXN02750,2024-08-04,USPS,standard,20.85,32.34,95060,21201
SHP00966,TXN03139,2024-08-04,FedEx,overnight,5.42,53.77,95060,90210
SHP00967,TXN03295,2024-08-04,USPS,standard,0.84,6.69,95060,85001
SHP00968,TXN03471,2024-08-05,USPS,standard,20.65,52.97,95060,90210
SHP00969,TXN03706,2024-08-07,USPS,freight,81.46,75.12,95060,89101
SHP00970,TXN04026,2024-08-05,USPS,standard,10.58,18.36,95060,02101
SHP00971,TXN04308,2024-08-06,UPS,expedited,2.85,18.41,95060,60601
SHP00972,TXN04474,2024-08-07,USPS,standard,20.88,31.04,95060,02101
SHP00973,TXN04943,2024-08-05,FedEx,expedited,3.36,18.58,95060,60601
SHP00974,TXN00229,2024-08-05,USPS,standard,20.22,43.4,95060,10001
SHP00975,TXN00241,2024-08-07,UPS,expedited,41.28,251.69,95060,94102
SHP00976,TXN00264,2024-08-05,USPS,standard,1.13,6.56,95060,33101
SHP00977,TXN00315,2024-08-08,FedEx,freight,81.53,63.97,95060,90210
SHP00978,TXN00325,2024-08-08,USPS,expedited,10.05,41.98,95060,90210
SHP00979,TXN00493,2024-08-06,USPS,standard,10.07,20.84,95060,97201
SHP00980,TXN00673,2024-08-08,USPS,expedited,40.97,175.56,95060,94102
SHP00981,TXN00922,2024-08-06,UPS,overnight,2.13,27.84,95060,02101
SHP00982,TXN01035,2024-08-05,USPS,freight,122.35,150.57,95060,89101
SHP00983,TXN01038,2024-08-08,USPS,expedited,41.03,245.26,95060,02101
SHP00984,TXN01110,2024-08-06,FedEx,freight,40.96,28.56,95060,02101
SHP00985,TXN01549,2024-08-05,FedEx,freight,81.61,91.96,95060,33101
SHP00986,TXN01650,2024-08-08,USPS,standard,10.46,29.0,95060,85001
SHP00987,TXN01654,2024-08-05,USPS,standard,1.69,6.97,95060,10001
SHP00988,TXN01696,2024-08-05,FedEx,overnight,1.29,19.09,95060,90210
SHP00989,TXN01730,2024-08-05,USPS,standard,5.29,9.75,95060,94102
SHP00990,TXN01733,2024-08-07,FedEx,standard,20.88,48.45,95060,30301
SHP00991,TXN02350,2024-08-07,FedEx,expedited,10.07,58.9,95060,10001
SHP00992,TXN02469,2024-08-08,FedEx,standard,2.97,8.52,95060,90210
SHP00993,TXN02912,2024-08-05,USPS,freight,122.25,146.99,95060,48201
SHP00994,TXN03392,2024-08-05,USPS,standard,5.04,10.27,95060,90210
SHP00995,TXN03435,2024-08-08,UPS,expedited,5.05,29.52,95060,33101
SHP00996,TXN03528,2024-08-05,UPS,standard,5.54,12.92,95060,97201
SHP00997,TXN03866,2024-08-08,USPS,standard,10.21,24.04,95060,97201
SHP00998,TXN03889,2024-08-05,FedEx,overnight,5.48,58.02,95060,06103
SHP00999,TXN03921,2024-08-05,UPS,standard,5.22,10.77,95060,43201
SHP01000,TXN04027,2024-08-05,UPS,standard,10.68,21.53,95060,63101
SHP01001,TXN04050,2024-08-07,FedEx,standard,20.43,47.55,95060,63101
SHP01002,TXN04128,2024-08-07,FedEx,freight,2.37,4.19,95060,98101
SHP01003,TXN04134,2024-08-07,FedEx,standard,3.04,7.62,95060,98101
SHP01004,TXN04571,2024-08-06,UPS,overnight,1.52,19.98,95060,10001
SHP01005,TXN04589,2024-08-08,USPS,standard,1.05,5.34,95060,75201
SHP01006,TXN04697,2024-08-05,UPS,standard,82.02,105.17,95060,85001
SHP01007,TXN04761,2024-08-08,USPS,freight,81.61,68.71,95060,89101
SHP01008,TXN00437,2024-08-07,FedEx,standard,1.59,6.91,95060,98101
SHP01009,TXN01056,2024-08-06,UPS,freight,0.73,4.64,95060,98101
SHP01010,TXN01371,2024-08-06,USPS,freight,40.86,34.87,95060,60601
SHP01011,TXN01551,2024-08-09,FedEx,standard,40.9,67.84,95060,63101
SHP01012,TXN01553,2024-08-07,UPS,expedited,5.38,33.03,95060,85001
SHP01013,TXN01622,2024-08-09,UPS,standard,10.22,20.4,95060,37201
SHP01014,TXN02048,2024-08-08,FedEx,freight,81.85,69.08,95060,21201
SHP01015,TXN02147,2024-08-07,UPS,standard,2.04,8.64,95060,75201
SHP01016,TXN02212,2024-08-08,FedEx,freight,41.02,47.2,95060,90210
SHP01017,TXN02593,2024-08-08,FedEx,freight,5.54,8.16,95060,98101
SHP01018,TXN02754,2024-08-08,FedEx,standard,10.68,25.27,95060,37201
SHP01019,TXN03189,2024-08-06,USPS,freight,1.18,5.45,95060,02101
SHP01020,TXN03333,2024-08-07,FedEx,standard,10.23,19.54,95060,90210
SHP01021,TXN03350,2024-08-09,UPS,freight,81.8,74.8,95060,90210
SHP01022,TXN03518,2024-08-06,USPS,standard,10.13,20.93,95060,21201
SHP01023,TXN03524,2024-08-07,UPS,standard,2.11,7.15,95060,02101
SHP01024,TXN03552,2024-08-08,USPS,standard,5.34,16.48,95060,37201
SHP01025,TXN03610,2024-08-09,UPS,freight,41.2,47.44,95060,90210
SHP01026,TXN03733,2024-08-08,FedEx,expedited,10.33,41.69,95060,90210
SHP01027,TXN03771,2024-08-08,FedEx,freight,10.18,14.97,95060,19103
SHP01028,TXN03823,2024-08-09,FedEx,standard,40.87,86.75,95060,55401
SHP01029,TXN03891,2024-08-08,FedEx,expedited,10.5,50.23,95060,94102
SHP01030,TXN04052,2024-08-08,USPS,expedited,40.73,245.66,95060,33101
SHP01031,TXN04334,2024-08-06,USPS,freight,40.93,44.07,95060,06103
SHP01032,TXN04529,2024-08-08,USPS,standard,1.04,6.14,95060,60601
SHP01033,TXN04680,2024-08-09,FedEx,standard,10.29,22.35,95060,37201
SHP01034,TXN04706,2024-08-08,FedEx,freight,41.05,35.74,95060,90210
SHP01035,TXN04939,2024-08-06,FedEx,expedited,2.63,14.94,95060,75201
SHP01036,TXN00137,2024-08-08,FedEx,freight,81.69,72.94,95060,63101
SHP01037,TXN00185,2024-08-09,UPS,overnight,10.48,98.07,95060,90210
SHP01038,TXN00238,2024-08-09,FedEx,freight,81.77,74.66,95060,89101
SHP01039,TXN00302,2024-08-07,UPS,standard,10.59,21.26,95060,97201
SHP01040,TXN00362,2024-08-08,UPS,expedited,10.3,42.86,95060,90210
SHP01041,TXN00543,2024-08-07,USPS,standard,1.05,4.26,95060,75201
SHP01042,TXN00837,2024-08-10,FedEx,standard,1.55,4.36,95060,85001
SHP01043,TXN00937,2024-08-09,USPS,standard,1.33,7.17,95060,10001
SHP01044,TXN01023,2024-08-09,USPS,freight,82.09,64.78,95060,55401
SHP01045,TXN01032,2024-08-08,USPS,expedited,1.15,11.16,95060,75201
SHP01046,TXN01116,2024-08-10,UPS,standard,20.54,35.56,95060,94102
SHP01047,TXN01151,2024-08-10,FedEx,expedited,10.48,51.05,95060,90210
SHP01048,TXN01386,2024-08-09,FedEx,standard,5.2,13.33,95060,32801
SHP01049,TXN01432,2024-08-08,USPS,standard,10.28,22.52,95060,21201
SHP01050,TXN01541,2024-08-09,USPS,standard,5.02,12.23,95060,43201
SHP01051,TXN01711,2024-08-10,USPS,standard,0.86,4.66,95060,85001
SHP01052,TXN02286,2024-08-09,UPS,expedited,10.2,50.52,95060,97201
SHP01053,TXN02327,2024-08-07,FedEx,standard,20.83,41.87,95060,94102
SHP01054,TXN02346,2024-08-08,FedEx,standard,20.85,39.65,95060,27601
SHP01055,TXN02871,2024-08-09,UPS,standard,10.15,19.1,95060,32801
SHP01056,TXN02888,2024-08-09,FedEx,standard,10.59,27.99,95060,90210
SHP01057,TXN02967,2024-08-10,FedEx,freight,122.26,137.18,95060,90210
SHP01058,TXN03369,2024-08-08,UPS,freight,41.09,34.41,95060,85001
SHP01059,TXN03631,2024-08-07,UPS,expedited,10.61,62.98,95060,89101
SHP01060,TXN04220,2024-08-08,UPS,freight,41.07,32.93,95060,19103
SHP01061,TXN04835,2024-08-10,FedEx,standard,20.84,37.12,95060,10001
SHP01062,TXN04894,2024-08-09,FedEx,standard,10.58,25.5,95060,90210
SHP01063,TXN00122,2024-08-10,USPS,standard,10.05,18.42,95060,85001
SHP01064,TXN00140,2024-08-08,UPS,standard,10.42,20.03,95060,06103
SHP01065,TXN00224,2024-08-11,USPS,freight,122.23,100.16,95060,85001
SHP01066,TXN00368,2024-08-10,UPS,freight,40.72,38.51,95060,89101
SHP01067,TXN00372,2024-08-11,UPS,freight,41.13,40.96,95060,06103
SHP01068,TXN00575,2024-08-08,UPS,expedited,81.79,369.36,95060,89101
SHP01069,TXN00676,2024-08-11,USPS,expedited,10.23,40.53,95060,97201
SHP01070,TXN00696,2024-08-08,FedEx,standard,2.55,10.97,95060,75201
SHP01071,TXN01148,2024-08-09,USPS,standard,1.2,3.66,95060,90210
SHP01072,TXN01196,2024-08-09,FedEx,expedited,5.36,34.43,95060,85001
SHP01073,TXN01203,2024-08-08,FedEx,standard,10.04,26.24,95060,90210
SHP01074,TXN01495,2024-08-11,FedEx,freight,81.46,95.61,95060,19103
SHP01075,TXN01568,2024-08-11,UPS,expedited,5.06,31.71,95060,97201
SHP01076,TXN01718,2024-08-10,UPS,freight,41.15,29.1,95060,85001
SHP01077,TXN01782,2024-08-10,UPS,expedited,10.38,62.2,95060,55401
SHP01078,TXN02224,2024-08-10,FedEx,standard,10.07,23.55,95060,48201
SHP01079,TXN02360,2024-08-08,USPS,expedited,10.56,59.79,95060,90210
SHP01080,TXN02542,2024-08-09,UPS,standard,20.52,32.61,95060,63101
SHP01081,TXN02687,2024-08-10,USPS,standard,1.87,7.4,95060,75201
SHP01082,TXN03002,2024-08-10,USPS,freight,82.01,93.64,95060,02101
SHP01083,TXN03079,2024-08-09,FedEx,expedited,20.76,87.56,95060,90210
SHP01084,TXN04056,2024-08-09,FedEx,freight,41.06,30.93,95060,85001
SHP01085,TXN04144,2024-08-09,FedEx,standard,5.53,16.25,95060,06103
SHP01086,TXN04340,2024-08-11,FedEx,freight,40.9,47.34,95060,06103
SHP01087,TXN04477,2024-08-09,FedEx,overnight,20.24,269.13,95060,02101
SHP01088,TXN00172,2024-08-09,USPS,standard,81.63,129.29,95060,89101
SHP01089,TXN01021,2024-08-11,UPS,expedited,20.59,118.83,95060,06103
SHP01090,TXN01325,2024-08-09,USPS,freight,81.85,53.62,95060,63101
SHP01091,TXN01379,2024-08-11,USPS,standard,10.2,29.34,95060,94102
SHP01092,TXN01482,2024-08-09,UPS,standard,10.04,25.33,95060,43201
SHP01093,TXN01492,2024-08-12,UPS,standard,1.05,5.27,95060,02101
SHP01094,TXN02159,2024-08-09,USPS,expedited,10.22,45.43,95060,89101
SHP01095,TXN02169,2024-08-09,UPS,freight,40.9,49.85,95060,30301
SHP01096,TXN02398,2024-08-09,USPS,freight,41.27,50.64,95060,60601
SHP01097,TXN02413,2024-08-11,UPS,standard,10.02,16.6,95060,55401
SHP01098,TXN02665,2024-08-10,UPS,standard,122.69,302.84,95060,94102
SHP01099,TXN02756,2024-08-11,UPS,standard,10.06,26.87,95060,90210
SHP01100,TXN02998,2024-08-11,UPS,expedited,41.21,160.17,95060,97201
SHP01101,TXN03071,2024-08-09,FedEx,standard,20.22,45.14,95060,97201
SHP01102,TXN03430,2024-08-11,UPS,standard,10.41,28.09,95060,21201
SHP01103,TXN03437,2024-08-10,FedEx,standard,20.83,43.42,95060,89101
SHP01104,TXN03740,2024-08-10,USPS,standard,10.6,24.26,95060,10001
SHP01105,TXN03833,2024-08-12,UPS,standard,10.58,28.2,95060,48201
SHP01106,TXN03962,2024-08-11,USPS,freight,4.95,8.84,95060,48201
SHP01107,TXN04741,2024-08-12,FedEx,expedited,5.04,32.78,95060,97201
SHP01108,TXN04893,2024-08-11,FedEx,standard,0.73,3.79,95060,33101
SHP01109,TXN00078,2024-08-10,USPS,standard,10.39,23.22,95060,94102
SHP01110,TXN00119,2024-08-11,UPS,standard,10.57,19.85,95060,90210
SHP01111,TXN00200,2024-08-13,UPS,expedited,10.23,56.08,95060,97201
SHP01112,TXN00287,2024-08-11,USPS,overnight,10.65,90.22,95060,90210
SHP01113,TXN00504,2024-08-11,FedEx,expedited,81.91,484.78,95060,85001
SHP01114,TXN00602,2024-08-11,USPS,standard,20.59,40.91,95060,85001
